488.838 km,502.661 km, T," Berkowitz, Harry",USA,1940,M40,2,27.06.1981,"Pennsauken, NJ (USA)"
483.205 km,516.797 km, T," Loveless, Ken",USA,1935,M45,1,27.06.1981,"Pennsauken, NJ (USA)"
462.800 km,535.029 km, T," Collins, Paul",CAN,1926,M50,1,14.11.1981,Nottingham (GBR)
449.409 km,454.775 km, T," Marshall, Bob",USA,1943,M35,3,27.06.1981,"Pennsauken, NJ (USA)"
448.202 km,513.522 km, T," Emmons, Wes",USA,1927,M50,2,27.06.1981,"Pennsauken, NJ (USA)"
434.000 km,497.250 km, T," Emmons, Wes",USA,1927,M50,3,14.11.1981,Nottingham (GBR)
417.222 km,417.305 km, T," Choi, Donald",USA,23.07.1948,M23,5,27.06.1981,"Pennsauken, NJ (USA)"
377.200 km,377.200 km, T," Blanton, Chet",USA,1959,MU23,1,14.11.1981,Nottingham (GBR)
367.332 km,367.332 km, T," Blanton, Chet",USA,1959,MU23,2,27.06.1981,"Pennsauken, NJ (USA)"
714.800 km,735.013 km, T," Record, Joe",AUS,04.05.1941,M40,1,14.11.1981,Nottingham (GBR)
927.600 km,938.676 km, T," O'Reilly, Thomas Patrick",GBR,18.05.1945,M35,1,28.08.1982,Nottingham (GBR)
864.731 km,867.072 km, I," Zabalo, Ramon",FRA,18.11.1947,M23,1,14.10.1982,La Rochelle (FRA)
837.987 km,881.535 km, I," Dixon, Colin",GBR,20.04.1939,M40,1,14.10.1982,La Rochelle (FRA)
828.916 km,835.601 km, T," Goodwin, Dave",GBR,16.07.1946,M35,2,28.08.1982,Nottingham (GBR)
821.584 km,864.279 km, T," Newton, Mike",GBR,01.11.1938,M40,2,28.08.1982,Nottingham (GBR)
784.575 km,825.347 km, T," Dixon, Colin",GBR,20.04.1939,M40,3,28.08.1982,Nottingham (GBR)
745.760 km,758.117 km, T," Towers, John",GBR,1943,M35,3,28.08.1982,Nottingham (GBR)
706.303 km,788.197 km, T," Stenger, Gerard",FRA,07.03.1932,M50,1,28.08.1982,Nottingham (GBR)
690.809 km,691.570 km, T," Holmes, Bob",GBR,1948,M23,2,28.08.1982,Nottingham (GBR)
671.758 km,756.144 km, T," Coffey, Dan",GBR,24.06.1931,M50,2,28.08.1982,Nottingham (GBR)
656.907 km,664.751 km, T," Harney, Brian",GBR,11.05.1945,M35,4,28.08.1982,Nottingham (GBR)
655.700 km,751.260 km, T," Parsons, Gerald",GBR,1928,M50,3,28.08.1982,Nottingham (GBR)
646.272 km,733.900 km, T," Dowling, John",IRL,1929,M50,4,28.08.1982,Nottingham (GBR)
612.539 km,634.230 km, T," Lawton, Roger",GBR,1940,M40,4,28.08.1982,Nottingham (GBR)
538.107 km,553.323 km, T," Morris, Tony",GBR,1941,M40,5,28.08.1982,Nottingham (GBR)
532.442 km,579.056 km, T," Campbell, Malcolm",GBR,17.11.1934,M45,1,28.08.1982,Nottingham (GBR)
522.400 km,522.400 km, T," Richardson, Geoff",GBR,1951,M23,3,28.08.1982,Nottingham (GBR)
513.296 km,513.861 km, T," Czaja, Jean-Claude",FRA,27.03.1949,M23,4,28.08.1982,Nottingham (GBR)
485.953 km,488.395 km, T," Slade, Bruce",GBR,26.09.1946,M35,5,28.08.1982,Nottingham (GBR)
460.072 km,508.986 km, T," Teesdale, Joe",GBR,1932,M45,2,28.08.1982,Nottingham (GBR)
457.741 km,457.741 km, T," de Roquefeuil, Jacques",FRA,17.02.1955,M23,5,28.08.1982,Nottingham (GBR)
259.200 km,259.485 km, T," Jones, David",GBR,31.01.1949,M23,6,28.08.1982,Nottingham (GBR)
644.486 km,751.850 km, T," Collins, Paul",CAN,1926,M55,1,28.08.1982,Nottingham (GBR)
511.090 km,590.855 km, T," Emmons, Wes",USA,1927,M50,1,28.08.1982,Nottingham (GBR)
503.600 km,504.963 km, T," Choi, Donald",USA,23.07.1948,M23,1,28.08.1982,Nottingham (GBR)
805.751 km,834.283 km, I," Bauer, Siegfried",NZL,24.06.1941,M40,1,14.10.1982,La Rochelle (FRA)
835.800 km,886.508 km, I," Dixon, Colin",GBR,20.04.1939,M40,1,12.10.1983,La Rochelle (FRA)
806.400 km,810.452 km, I," Zabalo, Ramon",FRA,18.11.1947,M35,1,12.10.1983,La Rochelle (FRA)
789.000 km,789.869 km, I," Haec, Jean-Pierre",FRA,07.10.1949,M23,1,12.10.1983,La Rochelle (FRA)
752.000 km,764.461 km, T," Boussiquet, Jean-Gilles",FRA,26.07.1944,M35,2,10.07.1983,"New York, NY (USA)"
745.600 km,762.061 km, I," Boussiquet, Jean-Gilles",FRA,26.07.1944,M35,3,12.10.1983,La Rochelle (FRA)
718.000 km,718.000 km, T," Dowdle, David",GBR,07.11.1954,M23,2,10.07.1983,"New York, NY (USA)"
639.800 km,640.505 km, I," Deves, Jean",FRA,1949,M23,3,12.10.1983,La Rochelle (FRA)
617.200 km,617.200 km, I," Metayer, Gerard",FRA, ,#NA, ,12.10.1983,La Rochelle (FRA)
607.800 km,612.702 km, I," Woelfflin, Christian",FRA,23.11.1946,M35,4,12.10.1983,La Rochelle (FRA)
570.800 km,626.083 km, I," Campbell, Malcolm",GBR,17.11.1934,M45,1,12.10.1983,La Rochelle (FRA)
557.600 km,557.600 km, I," de Roquefeuil, Jacques",FRA,17.02.1955,M23,4,12.10.1983,La Rochelle (FRA)
522.800 km,522.800 km, I," Eche, Dominique",FRA,01.04.1955,M23,5,12.10.1983,La Rochelle (FRA)
462.800 km,468.326 km, I," Slade, Bruce",GBR,26.09.1946,M35,5,12.10.1983,La Rochelle (FRA)
437.800 km,437.800 km, I," Mravlje, Dusan",SLO,13.02.1953,M23,6,12.10.1983,La Rochelle (FRA)
768.000 km,768.154 km, T," Mittleman, Stuart",USA,12.05.1951,M23,1,10.07.1983,"New York, NY (USA)"
753.800 km,753.800 km, I," Brannen, Daniel",USA,1953,M23,2,12.10.1983,La Rochelle (FRA)
868.000 km,905.676 km, I," Record, Joe",AUS,04.05.1941,M40,1,12.10.1983,La Rochelle (FRA)
823.691 km,859.444 km, T," Bauer, Siegfried",NZL,24.06.1941,M40,2,10.07.1983,"New York, NY (USA)"
756.000 km,788.815 km, T," Record, Joe",AUS,04.05.1941,M40,3,10.07.1983,"New York, NY (USA)"
1023.000 km,1023.000 km, T," Kouros, Yiannis (Κούρος Γiάννης)",GRE,13.02.1956,M23,1,02.12.1984,"Colac, VIC (AUS)"
1022.068 km,1022.068 km, T," Kouros, Yiannis (Κούρος Γiάννης)",GRE,13.02.1956,M23,2,08.07.1984,"New York, NY (USA)"
954.400 km,965.796 km, T," Zabalo, Ramon",FRA,18.11.1947,M35,1,02.12.1984,"Colac, VIC (AUS)"
950.600 km,977.481 km, I," Boussiquet, Jean-Gilles",FRA,26.07.1944,M40,1,10.10.1984,La Rochelle (FRA)
936.000 km,943.548 km, T," Zabalo, Ramon",FRA,18.11.1947,M35,2,08.07.1984,"New York, NY (USA)"
872.000 km,872.000 km, I," Simonnet, Patrick",FRA,24.09.1955,M23,3,10.10.1984,La Rochelle (FRA)
859.200 km,859.200 km, T," Mravlje, Dusan",SLO,13.02.1953,M23,4,02.12.1984,"Colac, VIC (AUS)"
838.800 km,920.039 km, T," Fairbrother, Alan",GBR,02.06.1936,M45,1,08.07.1984,"New York, NY (USA)"
831.596 km,889.407 km, ," Newton, Mike",GBR,01.11.1938,M45,2,26.05.1984,Stoke-on-Trent (GBR)
822.038 km,901.654 km, T," Fairbrother, Alan",GBR,02.06.1936,M45,3,25.08.1984,Nottingham (GBR)
821.512 km,941.237 km, T," Coffey, Dan",GBR,24.06.1931,M50,1,25.08.1984,Nottingham (GBR)
765.800 km,792.918 km, I," Faucheux, Paul",FRA,03.05.1943,M40,2,10.10.1984,La Rochelle (FRA)
760.732 km,760.732 km, T," Dowdle, David",GBR,07.11.1954,M23,5,25.08.1984,Nottingham (GBR)
752.384 km,818.253 km, ," Fairbrother, Alan",GBR,02.06.1936,M45,4,26.05.1984,Stoke-on-Trent (GBR)
751.303 km,824.068 km, T," Cooper, Dave",GBR,1935,M45,5,25.08.1984,Nottingham (GBR)
744.176 km,860.319 km, ," Dowling, John",IRL,1929,M50,2,26.05.1984,Stoke-on-Trent (GBR)
711.800 km,774.116 km, I," Järlåker, Bertil",SWE,1936,M45,6,10.10.1984,La Rochelle (FRA)
700.869 km,749.593 km, ," Dixon, Colin",GBR,20.04.1939,M45,7,26.05.1984,Stoke-on-Trent (GBR)
699.507 km,707.860 km, T," Marston, Henry",GBR,08.09.1946,M35,3,25.08.1984,Nottingham (GBR)
686.851 km,779.981 km, ," Coffey, Dan",GBR,24.06.1931,M50,3,26.05.1984,Stoke-on-Trent (GBR)
680.874 km,686.365 km, T," Dalby, Richard",GBR,11.06.1948,M35,4,25.08.1984,Nottingham (GBR)
669.200 km,715.722 km, I," Dixon, Colin",GBR,20.04.1939,M45,8,10.10.1984,La Rochelle (FRA)
665.514 km,769.380 km, T," Dowling, John",IRL,1929,M50,4,25.08.1984,Nottingham (GBR)
647.200 km,680.833 km, T," Lawton, Roger",GBR,1940,M40,3,25.08.1984,Nottingham (GBR)
641.200 km,703.302 km, T," Fairbrother, Alan",GBR,02.06.1936,M45,9,02.12.1984,"Colac, VIC (AUS)"
635.458 km,653.427 km, T," Lacourt, Jean-Francois",FRA,1943,M40,4,25.08.1984,Nottingham (GBR)
626.000 km,636.373 km, T," Edmondson, Terence",GBR,09.09.1945,M35,5,25.08.1984,Nottingham (GBR)
623.800 km,626.935 km, I," Czaja, Jean-Claude",FRA,27.03.1949,M35,6,10.10.1984,La Rochelle (FRA)
606.800 km,606.800 km, I," de Roquefeuil, Jacques",FRA,17.02.1955,M23,6,10.10.1984,La Rochelle (FRA)
557.206 km,569.507 km, T," Harney, Brian",GBR,11.05.1945,M35,7,25.08.1984,Nottingham (GBR)
504.000 km,512.351 km, I," Slade, Bruce",GBR,26.09.1946,M35,8,10.10.1984,La Rochelle (FRA)
494.868 km,547.481 km, T," Campbell, Malcolm",GBR,17.11.1934,M45,10,25.08.1984,Nottingham (GBR)
493.236 km,499.126 km, T," Slade, Bruce",GBR,26.09.1946,M35,9,25.08.1984,Nottingham (GBR)
493.236 km,494.571 km, T," Leyshon, Kenneth A.",GBR,1949,M23,7,25.08.1984,Nottingham (GBR)
489.689 km,523.732 km, T," Baker, Tom",GBR,1938,M45,11,25.08.1984,Nottingham (GBR)
462.523 km,462.523 km, T," de Roquefeuil, Jacques",FRA,17.02.1955,M23,8,25.08.1984,Nottingham (GBR)
396.651 km,446.478 km, T," Teesdale, Joe",GBR,1932,M50,5,25.08.1984,Nottingham (GBR)
390.922 km,456.045 km, T," Parsons, Gerald",GBR,1928,M55,1,25.08.1984,Nottingham (GBR)
388.400 km,441.063 km, T," Stenger, Gerard",FRA,07.03.1932,M50,6,25.08.1984,Nottingham (GBR)
319.400 km,321.976 km, I," Zabalo, Ramon",FRA,18.11.1947,M35,10,10.10.1984,La Rochelle (FRA)
920.000 km,921.013 km, I," Mittleman, Stuart",USA,12.05.1951,M23,1,10.10.1984,La Rochelle (FRA)
892.000 km,930.718 km, T," Gardiner, George",USA,28.01.1942,M40,1,08.07.1984,"New York, NY (USA)"
823.200 km,827.337 km, T," Choi, Donald",USA,23.07.1948,M35,1,08.07.1984,"New York, NY (USA)"
815.144 km,819.240 km, T," Choi, Donald",USA,23.07.1948,M35,2,20.04.1984,"El Cajon, CA (USA)"
811.800 km,811.800 km, I," Cherns, Trishul",CAN,29.03.1957,M23,2,10.10.1984,La Rochelle (FRA)
808.800 km,809.691 km, T," Mittleman, Stuart",USA,12.05.1951,M23,3,08.07.1984,"New York, NY (USA)"
791.121 km,795.096 km, ," Choi, Donald",USA,23.07.1948,M35,3,26.05.1984,Stoke-on-Trent (GBR)
745.802 km,745.802 km, ," Krolewicz, Raymond",USA,02.04.1955,M23,4,26.05.1984,Stoke-on-Trent (GBR)
736.307 km,736.307 km, ," Cherns, Trishul",CAN,29.03.1957,M23,5,26.05.1984,Stoke-on-Trent (GBR)
720.000 km,751.252 km, T," Gardiner, George",USA,28.01.1942,M40,2,02.12.1984,"Colac, VIC (AUS)"
719.233 km,775.621 km, T," Wallis, John",USA,1937,M45,1,25.08.1984,Nottingham (GBR)
709.200 km,709.200 km, T," Brannen, Daniel",USA,1953,M23,6,25.08.1984,Nottingham (GBR)
644.642 km,649.841 km, T," Choi, Donald",USA,23.07.1948,M35,4,25.08.1984,Nottingham (GBR)
531.200 km,535.484 km, T," Choi, Donald",USA,23.07.1948,M35,5,02.12.1984,"Colac, VIC (AUS)"
525.606 km,618.724 km, T," Emmons, Wes",USA,1927,M55,1,25.08.1984,Nottingham (GBR)
339.600 km,342.339 km, T," Marshall, Nick",USA,13.03.1948,M35,6,25.08.1984,Nottingham (GBR)
218.400 km,259.475 km, T," Collins, Paul",CAN,1926,M55,2,25.08.1984,Nottingham (GBR)
907.200 km,954.345 km, T," Bauer, Siegfried",NZL,24.06.1941,M40,1,02.12.1984,"Colac, VIC (AUS)"
880.000 km,925.731 km, T," Bauer, Siegfried",NZL,24.06.1941,M40,2,08.07.1984,"New York, NY (USA)"
841.600 km,1028.474 km, T," Perdon, George",AUS,12.08.1924,M60,1,02.12.1984,"Colac, VIC (AUS)"
746.600 km,929.995 km, T," Young, Cliff",AUS,08.02.1922,M60,2,02.12.1984,"Colac, VIC (AUS)"
743.600 km,795.294 km, T," Rafferty, Tony",AUS,09.04.1939,M45,1,02.12.1984,"Colac, VIC (AUS)"
589.200 km,675.069 km, T," Riley, Gerry",AUS,1930,M50,1,02.12.1984,"Colac, VIC (AUS)"
466.400 km,490.637 km, I," Record, Joe",AUS,04.05.1941,M40,3,10.10.1984,La Rochelle (FRA)
430.000 km,452.346 km, T," Record, Joe",AUS,04.05.1941,M40,4,02.12.1984,"Colac, VIC (AUS)"
975.200 km,1009.733 km, I," Boussiquet, Jean-Gilles",FRA,26.07.1944,M40,1,09.10.1985,La Rochelle (FRA)
882.200 km,882.200 km, I," Simonnet, Patrick",FRA,24.09.1955,M23,1,09.10.1985,La Rochelle (FRA)
929.798 km,930.822 km, I," Mittleman, Stuart",USA,12.05.1951,M23,1,02.01.1985,"Boulder, CO (USA)"
859.389 km,860.335 km, T," Mittleman, Stuart",USA,12.05.1951,M23,2,05.04.1985,"El Cajon, CA (USA)"
854.000 km,854.000 km, I," Cherns, Trishul",CAN,29.03.1957,M23,3,09.10.1985,La Rochelle (FRA)
805.800 km,819.152 km, I," Prawda, Alvin",USA,14.03.1947,M35,1,09.10.1985,La Rochelle (FRA)
980.800 km,1104.007 km, I," Mainix, Gilbert",FRA,08.06.1935,M50,1,05.10.1986,La Rochelle (FRA)
932.000 km,932.000 km, I," Macke, Patrick",GBR,18.06.1955,M23,1,05.10.1986,La Rochelle (FRA)
876.800 km,891.329 km, T," Zabalo, Ramon",FRA,18.11.1947,M35,1,02.03.1986,"Colac, VIC (AUS)"
838.400 km,839.323 km, T," Mravlje, Dusan",SLO,13.02.1953,M23,2,02.03.1986,"Colac, VIC (AUS)"
761.600 km,765.427 km, I," Decemme, Daniel",FRA,04.05.1951,M35,2,05.10.1986,La Rochelle (FRA)
759.200 km,786.084 km, I," Ollivaux, Daniel",FRA,1944,M40,1,05.10.1986,La Rochelle (FRA)
737.200 km,737.200 km, I," Martinez, Jose",ESP,1958,M23,3,05.10.1986,La Rochelle (FRA)
725.200 km,728.844 km, I," Stuchlik, Miroslav",CZE,1950,M35,3,05.10.1986,La Rochelle (FRA)
716.158 km,792.298 km,S," Fairbrother, Alan",GBR,02.06.1936,M45,1,02.05.1986,"New York, NY (USA)"
716.158 km,792.298 km,S," Fairbrother, Alan",GBR,02.06.1936,M45,2,02.05.1986,"New York, NY (USA)"
709.000 km,712.563 km, I," Portz, Hans",GER,25.06.1951,M35,4,05.10.1986,La Rochelle (FRA)
704.000 km,765.633 km, I," Lind, Per",NOR,1938,M45,3,05.10.1986,La Rochelle (FRA)
700.064 km,809.323 km,S," Coffey, Dan",GBR,24.06.1931,M50,2,02.05.1986,"New York, NY (USA)"
700.064 km,809.323 km,S," Coffey, Dan",GBR,24.06.1931,M50,3,02.05.1986,"New York, NY (USA)"
675.200 km,710.288 km, I," Faucheux, Paul",FRA,03.05.1943,M40,2,05.10.1986,La Rochelle (FRA)
642.400 km,710.698 km, T," Järlåker, Bertil",SWE,1936,M45,4,02.03.1986,"Colac, VIC (AUS)"
634.081 km,644.588 km,S," Laharraque, Emile",FRA,29.10.1946,M35,5,02.05.1986,"New York, NY (USA)"
607.600 km,672.198 km, I," Järlåker, Bertil",SWE,1936,M45,5,05.10.1986,La Rochelle (FRA)
591.600 km,604.661 km, I," Laharraque, Emile",FRA,29.10.1946,M35,6,05.10.1986,La Rochelle (FRA)
513.380 km,513.380 km,S," de Roquefeuil, Jacques",FRA,17.02.1955,M23,4,02.05.1986,"New York, NY (USA)"
508.552 km,508.552 km,S," de Roquefeuil, Jacques",FRA,17.02.1955,M23,5,02.05.1986,"New York, NY (USA)"
455.600 km,512.832 km, I," Campbell, Malcolm",GBR,17.11.1934,M50,4,05.10.1986,La Rochelle (FRA)
866.000 km,866.000 km, I," Cherns, Trishul",CAN,29.03.1957,M23,1,05.10.1986,La Rochelle (FRA)
818.800 km,818.800 km, T," Cherns, Trishul",CAN,29.03.1957,M23,2,02.03.1986,"Colac, VIC (AUS)"
809.500 km,811.692 km,S," Mittleman, Stuart",USA,12.05.1951,M23,3,02.05.1986,"New York, NY (USA)"
809.500 km,811.692 km,S," Mittleman, Stuart",USA,12.05.1951,M23,4,02.05.1986,"New York, NY (USA)"
762.829 km,762.829 km,S," Cherns, Trishul",CAN,29.03.1957,M23,5,02.05.1986,"New York, NY (USA)"
762.829 km,762.829 km,S," Cherns, Trishul",CAN,29.03.1957,M23,6,02.05.1986,"New York, NY (USA)"
749.954 km,756.002 km,S," Choi, Donald",USA,23.07.1948,M35,1,02.05.1986,"New York, NY (USA)"
709.720 km,709.720 km,S," Cherns, Trishul",CAN,29.03.1957,M23,7,02.05.1986,"New York, NY (USA)"
688.799 km,697.024 km,S," Choi, Donald",USA,23.07.1948,M35,2,02.05.1986,"New York, NY (USA)"
688.799 km,697.024 km,S," Choi, Donald",USA,23.07.1948,M35,3,02.05.1986,"New York, NY (USA)"
653.393 km,667.818 km,S," Whiting, Nathan",USA,24.02.1946,M35,4,02.05.1986,"New York, NY (USA)"
609.941 km,657.760 km,S," Wise, Bob",USA,01.01.1939,M45,1,02.05.1986,"New York, NY (USA)"
609.400 km,619.498 km, I," Choi, Donald",USA,23.07.1948,M35,5,05.10.1986,La Rochelle (FRA)
557.800 km,560.603 km, I," Mittleman, Stuart",USA,12.05.1951,M35,6,05.10.1986,La Rochelle (FRA)
548.786 km,733.377 km,S," Rios, Wilfredo",USA,27.10.1916,M65,1,02.05.1986,"New York, NY (USA)"
548.786 km,733.377 km,S," Rios, Wilfredo",USA,27.10.1916,M65,2,02.05.1986,"New York, NY (USA)"
526.255 km,577.224 km,S," Skagerberg, Marvin",USA,26.03.1938,M45,2,02.05.1986,"New York, NY (USA)"
526.255 km,577.224 km,S," Skagerberg, Marvin",USA,26.03.1938,M45,3,02.05.1986,"New York, NY (USA)"
497.287 km,497.287 km,S," Leventhal, Stanley",USA,1963,MU23,1,02.05.1986,"New York, NY (USA)"
460.272 km,488.197 km,S," Michaels, Joe",USA,30.05.1941,M40,1,02.05.1986,"New York, NY (USA)"
460.272 km,488.197 km,S," Michaels, Joe",USA,30.05.1941,M40,2,02.05.1986,"New York, NY (USA)"
386.242 km,386.242 km,S," Schuster, Jerry",USA,1954,M23,8,02.05.1986,"New York, NY (USA)"
365.321 km,365.321 km,S," Sheridan, Sammukh",USA,1956,M23,9,02.05.1986,"New York, NY (USA)"
259.104 km,286.651 km,S," Yeter, Cahit",USA,1935,M45,4,02.05.1986,"New York, NY (USA)"
830.000 km,1023.933 km, T," Perdon, George",AUS,12.08.1924,M60,1,02.03.1986,"Colac, VIC (AUS)"
825.593 km,875.682 km,S," Bauer, Siegfried",NZL,24.06.1941,M40,1,02.05.1986,"New York, NY (USA)"
825.593 km,875.682 km,S," Bauer, Siegfried",NZL,24.06.1941,M40,2,02.05.1986,"New York, NY (USA)"
763.600 km,809.928 km, T," Bloomer, Brian",AUS,1941,M40,3,02.03.1986,"Colac, VIC (AUS)"
747.000 km,812.398 km, I," Rafferty, Tony",AUS,09.04.1939,M45,1,05.10.1986,La Rochelle (FRA)
735.200 km,792.839 km, T," Rafferty, Tony",AUS,09.04.1939,M45,2,02.03.1986,"Colac, VIC (AUS)"
724.000 km,844.610 km, T," Riley, Gerry",AUS,1930,M55,1,02.03.1986,"Colac, VIC (AUS)"
604.800 km,605.466 km, T," Marden, Bob",AUS,01.10.1952,M23,1,02.03.1986,"Colac, VIC (AUS)"
603.200 km,624.560 km, T," Hook, Geoffrey",AUS,13.11.1944,M40,4,02.03.1986,"Colac, VIC (AUS)"
474.400 km,511.593 km, T," Pfister, Peter",AUS,1939,M45,3,02.03.1986,"Colac, VIC (AUS)"
354.800 km,376.326 km, T," Record, Joe",AUS,04.05.1941,M40,5,02.03.1986,"Colac, VIC (AUS)"
302.400 km,320.747 km, T," Bauer, Siegfried",NZL,24.06.1941,M40,6,02.03.1986,"Colac, VIC (AUS)"
942.800 km,1070.634 km, I," Mainix, Gilbert",FRA,08.06.1935,M50,1,07.10.1987,La Rochelle (FRA)
863.200 km,865.537 km, T," Mravlje, Dusan",SLO,13.02.1953,M23,1,22.11.1987,"Colac, VIC (AUS)"
856.400 km,856.571 km, T," Macke, Patrick",GBR,18.06.1955,M23,2,22.11.1987,"Colac, VIC (AUS)"
839.200 km,839.368 km, I," Simonnet, Patrick",FRA,24.09.1955,M23,3,07.10.1987,La Rochelle (FRA)
818.400 km,853.923 km, I," Ollivaux, Daniel",FRA,1944,M40,1,07.10.1987,La Rochelle (FRA)
801.000 km,807.460 km, I," Decemme, Daniel",FRA,04.05.1951,M35,1,07.10.1987,La Rochelle (FRA)
793.400 km,799.798 km, I," Portz, Hans",GER,25.06.1951,M35,2,07.10.1987,La Rochelle (FRA)
730.400 km,815.088 km, I," Järlåker, Bertil",SWE,1936,M50,2,07.10.1987,La Rochelle (FRA)
723.200 km,739.166 km, T," Zabalo, Ramon",FRA,18.11.1947,M35,3,22.11.1987,"Colac, VIC (AUS)"
636.400 km,646.945 km, I," Sieper, Jochen",GER,16.02.1949,M35,4,07.10.1987,La Rochelle (FRA)
623.800 km,634.136 km, I," Lucas, Daniel",FRA,1948,M35,5,07.10.1987,La Rochelle (FRA)
617.800 km,677.635 km, I," Lind, Per",NOR,1938,M45,1,07.10.1987,La Rochelle (FRA)
439.400 km,439.400 km, I," Epstein, Theodor",GBR, ,#NA, ,07.10.1987,La Rochelle (FRA)
333.600 km,333.600 km, I," Martinez, Jose",ESP,1958,M23,4,07.10.1987,La Rochelle (FRA)
478.000 km,478.000 km, T," Phani, Tirtha Kuma",IND,1959,M23,1,22.11.1987,"Colac, VIC (AUS)"
607.600 km,612.500 km, I," Mittleman, Stuart",USA,12.05.1951,M35,1,07.10.1987,La Rochelle (FRA)
558.800 km,558.800 km, T," Cherns, Trishul",CAN,29.03.1957,M23,1,22.11.1987,"Colac, VIC (AUS)"
313.400 km,313.400 km, I," Cherns, Trishul",CAN,29.03.1957,M23,2,07.10.1987,La Rochelle (FRA)
890.800 km,960.638 km, T," Record, Joe",AUS,04.05.1941,M45,1,22.11.1987,"Colac, VIC (AUS)"
813.200 km,1022.893 km, T," Perdon, George",AUS,12.08.1924,M60,1,22.11.1987,"Colac, VIC (AUS)"
805.200 km,914.377 km, T," Audley, George",AUS,21.08.1935,M50,1,22.11.1987,"Colac, VIC (AUS)"
741.200 km,872.513 km, T," Riley, Gerry",AUS,1930,M55,1,22.11.1987,"Colac, VIC (AUS)"
684.400 km,738.057 km, T," Bauer, Siegfried",NZL,24.06.1941,M45,2,22.11.1987,"Colac, VIC (AUS)"
669.200 km,672.563 km, T," Standeven, David",AUS,06.03.1952,M35,1,22.11.1987,"Colac, VIC (AUS)"
632.000 km,810.880 km, T," Young, Cliff",AUS,08.02.1922,M65,1,22.11.1987,"Colac, VIC (AUS)"
606.800 km,638.334 km, T," Hook, Geoffrey",AUS,13.11.1944,M40,1,22.11.1987,"Colac, VIC (AUS)"
1028.938 km,1029.144 km,S," Kouros, Yiannis (Κούρος Γiάννης)",GRE,13.02.1956,M23,1,25.05.1988,"New York, NY (USA)"
963.200 km,1103.575 km, T," Mainix, Gilbert",FRA,08.06.1935,M50,1,20.11.1988,"Colac, VIC (AUS)"
914.400 km,918.995 km, T," Mravlje, Dusan",SLO,13.02.1953,M35,1,20.11.1988,"Colac, VIC (AUS)"
834.800 km,858.406 km, T," Zabalo, Ramon",FRA,18.11.1947,M40,1,20.11.1988,"Colac, VIC (AUS)"
833.640 km,863.160 km,S," Brown, Richard",GBR,18.11.1946,M40,2,25.05.1988,"New York, NY (USA)"
818.800 km,819.702 km, T," Macke, Patrick",GBR,18.06.1955,M23,2,20.11.1988,"Colac, VIC (AUS)"
737.079 km,763.180 km,S," Laharraque, Emile",FRA,29.10.1946,M40,3,20.10.1988,"New York, NY (USA)"
